Average private Cpu usage,  0.00078125 , Average private memory usage,  0.00140881147541 , Average private disks usage,  0.000130208333333 , Average public Cpu usage,  0.0 , Average public memory usage,  0.0 , Average public disks usage,  0.0 , Number of public machines,  1 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00566086065574 , Average private disks usage,  0.021015625 , Average public Cpu usage,  0.0635634816754 , Average public memory usage,  0.0154493176551 , Average public disks usage,  0.0138716186736 , Number of public machines,  191 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00566086065574 , Average private disks usage,  0.021015625 , Average public Cpu usage,  0.0638834635417 , Average public memory usage,  0.0154622395833 , Average public disks usage,  0.0139105902778 , Number of public machines,  192 
Average private Cpu usage,  0.0375 , Average private memory usage,  0.0046875 , Average private disks usage,  0.0209895833333 , Average public Cpu usage,  0.0638834635417 , Average public memory usage,  0.0154622395833 , Average public disks usage,  0.0139105902778 , Number of public machines,  192 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00509733606557 , Average private disks usage,  0.0224479166667 , Average public Cpu usage,  0.0635524611399 , Average public memory usage,  0.0153821243523 , Average public disks usage,  0.0138385146805 , Number of public machines,  193 
Average private Cpu usage,  0.03984375 , Average private memory usage,  0.00450819672131 , Average private disks usage,  0.0219010416667 , Average public Cpu usage,  0.0635524611399 , Average public memory usage,  0.0153821243523 , Average public disks usage,  0.0138385146805 , Number of public machines,  193 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00507172131148 , Average private disks usage,  0.0233333333333 , Average public Cpu usage,  0.063224871134 , Average public memory usage,  0.0153028350515 , Average public disks usage,  0.0137671821306 , Number of public machines,  194 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00507172131148 , Average private disks usage,  0.0233333333333 , Average public Cpu usage,  0.0629807692308 , Average public memory usage,  0.0152374947457 , Average public disks usage,  0.0137580128205 , Number of public machines,  195 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00507172131148 , Average private disks usage,  0.0233333333333 , Average public Cpu usage,  0.0627391581633 , Average public memory usage,  0.0152616886919 , Average public disks usage,  0.0137303358844 , Number of public machines,  196 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00507172131148 , Average private disks usage,  0.0233333333333 , Average public Cpu usage,  0.0628965736041 , Average public memory usage,  0.0152752350836 , Average public disks usage,  0.0138271996616 , Number of public machines,  197 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00507172131148 , Average private disks usage,  0.0233333333333 , Average public Cpu usage,  0.0630523989899 , Average public memory usage,  0.0152394850141 , Average public disks usage,  0.0138573232323 , Number of public machines,  198 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00507172131148 , Average private disks usage,  0.0233333333333 , Average public Cpu usage,  0.0629711055276 , Average public memory usage,  0.0153044937804 , Average public disks usage,  0.0138662060302 , Number of public machines,  199 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00507172131148 , Average private disks usage,  0.0233333333333 , Average public Cpu usage,  0.06328125 , Average public memory usage,  0.0153201844262 , Average public disks usage,  0.0138645833333 , Number of public machines,  200 
Average private Cpu usage,  0.03828125 , Average private memory usage,  0.00350922131148 , Average private disks usage,  0.0226041666667 , Average public Cpu usage,  0.06328125 , Average public memory usage,  0.0153201844262 , Average public disks usage,  0.0138645833333 , Number of public machines,  200 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00409836065574 , Average private disks usage,  0.024140625 , Average public Cpu usage,  0.0629664179104 , Average public memory usage,  0.0152439646032 , Average public disks usage,  0.0137956053068 , Number of public machines,  201 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00409836065574 , Average private disks usage,  0.024140625 , Average public Cpu usage,  0.0631188118812 , Average public memory usage,  0.0153003773738 , Average public disks usage,  0.0137788778878 , Number of public machines,  202 
Average private Cpu usage,  0.03671875 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.023203125 , Average public Cpu usage,  0.0631188118812 , Average public memory usage,  0.0153003773738 , Average public disks usage,  0.0137788778878 , Number of public machines,  202 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0628078817734 , Average public memory usage,  0.0152250060567 , Average public disks usage,  0.013711001642 , Number of public machines,  203 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0630361519608 , Average public memory usage,  0.0151930649309 , Average public disks usage,  0.0137995302288 , Number of public machines,  204 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0628048780488 , Average public memory usage,  0.015218912435 , Average public disks usage,  0.0138694105691 , Number of public machines,  205 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0626516990291 , Average public memory usage,  0.0152320746459 , Average public disks usage,  0.0138273665049 , Number of public machines,  206 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0628774154589 , Average public memory usage,  0.0151807634434 , Average public disks usage,  0.0137932769726 , Number of public machines,  207 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0631009615385 , Average public memory usage,  0.0152235379887 , Average public disks usage,  0.0138646834936 , Number of public machines,  208 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0633223684211 , Average public memory usage,  0.0151654051298 , Average public disks usage,  0.0139478668262 , Number of public machines,  209 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0634672619048 , Average public memory usage,  0.0151175839188 , Average public disks usage,  0.0139136904762 , Number of public machines,  210 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0635367298578 , Average public memory usage,  0.0150944953772 , Average public disks usage,  0.0138576224329 , Number of public machines,  211 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0638266509434 , Average public memory usage,  0.0151707005877 , Average public disks usage,  0.0138192806604 , Number of public machines,  212 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0639671361502 , Average public memory usage,  0.0151932771492 , Average public disks usage,  0.0138326486698 , Number of public machines,  213 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00289446721311 , Average private disks usage,  0.0243489583333 , Average public Cpu usage,  0.0639602803738 , Average public memory usage,  0.0151270683315 , Average public disks usage,  0.013875097352 , Number of public machines,  214 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0639602803738 , Average public memory usage,  0.0151270683315 , Average public disks usage,  0.013875097352 , Number of public machines,  214 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0642441860465 , Average public memory usage,  0.0151901448723 , Average public disks usage,  0.0138929263566 , Number of public machines,  215 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0642361111111 , Average public memory usage,  0.0152146895871 , Average public disks usage,  0.0139660493827 , Number of public machines,  216 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0640841013825 , Average public memory usage,  0.0152012351741 , Average public disks usage,  0.0140288978495 , Number of public machines,  217 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0640051605505 , Average public memory usage,  0.0151691043766 , Average public disks usage,  0.013974101682 , Number of public machines,  218 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0639982876712 , Average public memory usage,  0.0151559809866 , Average public disks usage,  0.0139982876712 , Number of public machines,  219 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0639914772727 , Average public memory usage,  0.015094076006 , Average public disks usage,  0.0140814393939 , Number of public machines,  220 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0641261312217 , Average public memory usage,  0.0150420035606 , Average public disks usage,  0.0141237745098 , Number of public machines,  221 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0639780405405 , Average public memory usage,  0.0151219354601 , Average public disks usage,  0.0141680743243 , Number of public machines,  222 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0639714125561 , Average public memory usage,  0.0150564213776 , Average public disks usage,  0.014148916293 , Number of public machines,  223 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0640345982143 , Average public memory usage,  0.0150395199063 , Average public disks usage,  0.0142066592262 , Number of public machines,  224 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0640277777778 , Average public memory usage,  0.0151183970856 , Average public disks usage,  0.0142407407407 , Number of public machines,  225 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0642975663717 , Average public memory usage,  0.0151716415204 , Average public disks usage,  0.0142122971976 , Number of public machines,  226 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.064220814978 , Average public memory usage,  0.0152131328086 , Average public disks usage,  0.0142391703377 , Number of public machines,  227 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0642132675439 , Average public memory usage,  0.015245272505 , Average public disks usage,  0.0142132675439 , Number of public machines,  228 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0640693231441 , Average public memory usage,  0.0153151621447 , Average public disks usage,  0.0142444505095 , Number of public machines,  229 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0640625 , Average public memory usage,  0.0153621703493 , Average public disks usage,  0.014227807971 , Number of public machines,  230 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0642586580087 , Average public memory usage,  0.0154265133773 , Average public disks usage,  0.0142609126984 , Number of public machines,  231 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0640490301724 , Average public memory usage,  0.0154262648389 , Average public disks usage,  0.0142106681034 , Number of public machines,  232 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0639082618026 , Average public memory usage,  0.0153996341378 , Average public disks usage,  0.0142525035765 , Number of public machines,  233 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0637686965812 , Average public memory usage,  0.0154126383635 , Average public disks usage,  0.0142850783476 , Number of public machines,  234 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00130635245902 , Average private disks usage,  0.0228125 , Average public Cpu usage,  0.0636303191489 , Average public memory usage,  0.0154080920823 , Average public disks usage,  0.0142885638298 , Number of public machines,  235 
Average private Cpu usage,  0.0390625 , Average private memory usage,  0.000384221311475 , Average private disks usage,  0.02140625 , Average public Cpu usage,  0.0636303191489 , Average public memory usage,  0.0154080920823 , Average public disks usage,  0.0142885638298 , Number of public machines,  235 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0633606991525 , Average public memory usage,  0.0153428035565 , Average public disks usage,  0.0142280190678 , Number of public machines,  236 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0634229957806 , Average public memory usage,  0.0153299439718 , Average public disks usage,  0.0142668776371 , Number of public machines,  237 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0634191176471 , Average public memory usage,  0.0153387174542 , Average public disks usage,  0.014237570028 , Number of public machines,  238 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0633498953975 , Average public memory usage,  0.0152873996845 , Average public disks usage,  0.0141910739191 , Number of public machines,  239 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0636067708333 , Average public memory usage,  0.0153026810109 , Average public disks usage,  0.0142274305556 , Number of public machines,  240 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.063731846473 , Average public memory usage,  0.0153093326985 , Average public disks usage,  0.0142980636238 , Number of public machines,  241 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0639850206612 , Average public memory usage,  0.0153582678499 , Average public disks usage,  0.0142626549587 , Number of public machines,  242 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0637860082305 , Average public memory usage,  0.0153836099305 , Average public disks usage,  0.0142103909465 , Number of public machines,  243 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0639728483607 , Average public memory usage,  0.0154087442892 , Average public disks usage,  0.0141884392077 , Number of public machines,  244 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.000512295081967 , Average private disks usage,  0.0214583333333 , Average public Cpu usage,  0.0642219387755 , Average public memory usage,  0.0153834894614 , Average public disks usage,  0.0141645408163 , Number of public machines,  245 
Average private Cpu usage,  0.0390625 , Average private memory usage,  0.000179303278689 , Average private disks usage,  0.0204427083333 , Average public Cpu usage,  0.0642219387755 , Average public memory usage,  0.0153834894614 , Average public disks usage,  0.0141645408163 , Number of public machines,  245 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0639608739837 , Average public memory usage,  0.0153209549514 , Average public disks usage,  0.0141069613821 , Number of public machines,  246 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0638284412955 , Average public memory usage,  0.0152817415544 , Average public disks usage,  0.0141067813765 , Number of public machines,  247 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0636340725806 , Average public memory usage,  0.0153151441036 , Average public disks usage,  0.0140856014785 , Number of public machines,  248 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0635040160643 , Average public memory usage,  0.0152947857002 , Average public disks usage,  0.0140750502008 , Number of public machines,  249 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0633125 , Average public memory usage,  0.0152581967213 , Average public disks usage,  0.0140520833333 , Number of public machines,  250 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0634337649402 , Average public memory usage,  0.0152341453857 , Average public disks usage,  0.0140708001328 , Number of public machines,  251 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0636160714286 , Average public memory usage,  0.0152326470206 , Average public disks usage,  0.0141059027778 , Number of public machines,  252 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0634881422925 , Average public memory usage,  0.0152493844359 , Average public disks usage,  0.0141551383399 , Number of public machines,  253 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0636687992126 , Average public memory usage,  0.0152377533239 , Average public disks usage,  0.014156824147 , Number of public machines,  254 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0637254901961 , Average public memory usage,  0.0152804564449 , Average public disks usage,  0.0142034313725 , Number of public machines,  255 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0638427734375 , Average public memory usage,  0.0153468397797 , Average public disks usage,  0.0141927083333 , Number of public machines,  256 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0640807392996 , Average public memory usage,  0.0153867927537 , Average public disks usage,  0.0142448929961 , Number of public machines,  257 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0640746124031 , Average public memory usage,  0.0154244503749 , Average public disks usage,  0.0142986918605 , Number of public machines,  258 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0641288610039 , Average public memory usage,  0.0154835749098 , Average public disks usage,  0.0143601190476 , Number of public machines,  259 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0639423076923 , Average public memory usage,  0.0154496374527 , Average public disks usage,  0.0143830128205 , Number of public machines,  260 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0639966475096 , Average public memory usage,  0.0155101752402 , Average public disks usage,  0.014377793742 , Number of public machines,  261 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0015881147541 , Average private disks usage,  0.021484375 , Average public Cpu usage,  0.0638716603053 , Average public memory usage,  0.0154529314229 , Average public disks usage,  0.0144024332061 , Number of public machines,  262 
Average private Cpu usage,  0.0390625 , Average private memory usage,  0.00146004098361 , Average private disks usage,  0.0214322916667 , Average public Cpu usage,  0.0638716603053 , Average public memory usage,  0.0154529314229 , Average public disks usage,  0.0144024332061 , Number of public machines,  262 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0636288022814 , Average public memory usage,  0.0153941750296 , Average public disks usage,  0.0143476711027 , Number of public machines,  263 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0638020833333 , Average public memory usage,  0.0154193057625 , Average public disks usage,  0.0143702651515 , Number of public machines,  264 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0636202830189 , Average public memory usage,  0.0154635787195 , Average public disks usage,  0.0143376572327 , Number of public machines,  265 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0636160714286 , Average public memory usage,  0.0155017410329 , Average public disks usage,  0.0143052944862 , Number of public machines,  266 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.063670411985 , Average public memory usage,  0.0154724627003 , Average public disks usage,  0.0143102372035 , Number of public machines,  267 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0638992537313 , Average public memory usage,  0.0155370687546 , Average public disks usage,  0.0143151430348 , Number of public machines,  268 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.063719795539 , Average public memory usage,  0.0155650100555 , Average public disks usage,  0.0142754801735 , Number of public machines,  269 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0637152777778 , Average public memory usage,  0.0155225409836 , Average public disks usage,  0.0143325617284 , Number of public machines,  270 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0635954797048 , Average public memory usage,  0.0154671526223 , Average public disks usage,  0.0143930658057 , Number of public machines,  271 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0638212316176 , Average public memory usage,  0.0155006931051 , Average public disks usage,  0.0143975949755 , Number of public machines,  272 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0639880952381 , Average public memory usage,  0.0155133459437 , Average public disks usage,  0.0143963675214 , Number of public machines,  273 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0640967153285 , Average public memory usage,  0.0154585975829 , Average public disks usage,  0.0144046532847 , Number of public machines,  274 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0640909090909 , Average public memory usage,  0.0154079731744 , Average public disks usage,  0.0144734848485 , Number of public machines,  275 
Average private Cpu usage,  0.04453125 , Average private memory usage,  0.00251024590164 , Average private disks usage,  0.0217447916667 , Average public Cpu usage,  0.0641983695652 , Average public memory usage,  0.0153651401758 , Average public disks usage,  0.0144399154589 , Number of public machines,  276 
Average private Cpu usage,  0.0390625 , Average private memory usage,  0.0015112704918 , Average private disks usage,  0.020625 , Average public Cpu usage,  0.0641983695652 , Average public memory usage,  0.0153651401758 , Average public disks usage,  0.0144399154589 , Number of public machines,  276 
Average private Cpu usage,  0.0453125 , Average private memory usage,  0.00271516393443 , Average private disks usage,  0.0216666666667 , Average public Cpu usage,  0.0639666064982 , Average public memory usage,  0.0153096703557 , Average public disks usage,  0.0143877858002 , Number of public machines,  277 
Average private Cpu usage,  0.0453125 , Average private memory usage,  0.00271516393443 , Average private disks usage,  0.0216666666667 , Average public Cpu usage,  0.0637927158273 , Average public memory usage,  0.0153043548768 , Average public disks usage,  0.0143660071942 , Number of public machines,  278 
Average private Cpu usage,  0.0453125 , Average private memory usage,  0.00271516393443 , Average private disks usage,  0.0216666666667 , Average public Cpu usage,  0.0636760752688 , Average public memory usage,  0.0152568452906 , Average public disks usage,  0.0143369175627 , Number of public machines,  279 
Average private Cpu usage,  0.0453125 , Average private memory usage,  0.00271516393443 , Average private disks usage,  0.0216666666667 , Average public Cpu usage,  0.063671875 , Average public memory usage,  0.0152206528103 , Average public disks usage,  0.0143136160714 , Number of public machines,  280 
Average private Cpu usage,  0.0453125 , Average private memory usage,  0.00271516393443 , Average private disks usage,  0.0216666666667 , Average public Cpu usage,  0.0635564946619 , Average public memory usage,  0.0152631118371 , Average public disks usage,  0.014331257414 , Number of public machines,  281 
Average private Cpu usage,  0.0453125 , Average private memory usage,  0.00271516393443 , Average private disks usage,  0.0216666666667 , Average public Cpu usage,  0.0636081560284 , Average public memory usage,  0.015256220207 , Average public disks usage,  0.0143598552009 , Number of public machines,  282 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.00179303278689 , Average private disks usage,  0.020859375 , Average public Cpu usage,  0.0636081560284 , Average public memory usage,  0.015256220207 , Average public disks usage,  0.0143598552009 , Number of public machines,  282 
Average private Cpu usage,  0.03984375 , Average private memory usage,  0.00135758196721 , Average private disks usage,  0.0196614583333 , Average public Cpu usage,  0.0636081560284 , Average public memory usage,  0.015256220207 , Average public disks usage,  0.0143598552009 , Number of public machines,  282 
Average private Cpu usage,  0.0359375 , Average private memory usage,  0.00105020491803 , Average private disks usage,  0.0190104166667 , Average public Cpu usage,  0.0636081560284 , Average public memory usage,  0.015256220207 , Average public disks usage,  0.0143598552009 , Number of public machines,  282 
Average private Cpu usage,  0.03984375 , Average private memory usage,  0.00117827868852 , Average private disks usage,  0.020234375 , Average public Cpu usage,  0.0633833922261 , Average public memory usage,  0.0152023113016 , Average public disks usage,  0.0143091136631 , Number of public machines,  283 
Average private Cpu usage,  0.04609375 , Average private memory usage,  0.00146004098361 , Average private disks usage,  0.0212239583333 , Average public Cpu usage,  0.0631602112676 , Average public memory usage,  0.0151487820365 , Average public disks usage,  0.0142587294601 , Number of public machines,  284 
Average private Cpu usage,  0.04609375 , Average private memory usage,  0.00146004098361 , Average private disks usage,  0.0212239583333 , Average public Cpu usage,  0.0633771929825 , Average public memory usage,  0.0151549467932 , Average public disks usage,  0.0142562134503 , Number of public machines,  285 
Average private Cpu usage,  0.04609375 , Average private memory usage,  0.00146004098361 , Average private disks usage,  0.0212239583333 , Average public Cpu usage,  0.0635380244755 , Average public memory usage,  0.0151879370629 , Average public disks usage,  0.0142355040793 , Number of public machines,  286 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0635380244755 , Average public memory usage,  0.0151879370629 , Average public disks usage,  0.0142355040793 , Number of public machines,  286 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0636432926829 , Average public memory usage,  0.0151885674302 , Average public disks usage,  0.0142403455285 , Number of public machines,  287 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0637478298611 , Average public memory usage,  0.0151838570128 , Average public disks usage,  0.0142632378472 , Number of public machines,  288 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0638516435986 , Average public memory usage,  0.0151827244881 , Average public disks usage,  0.0142787629758 , Number of public machines,  289 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0639547413793 , Average public memory usage,  0.0151851328434 , Average public disks usage,  0.0142905890805 , Number of public machines,  290 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0641645189003 , Average public memory usage,  0.0151857641823 , Average public disks usage,  0.0143506586483 , Number of public machines,  291 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0643193493151 , Average public memory usage,  0.0152302520773 , Average public disks usage,  0.0143104309361 , Number of public machines,  292 
